번호,종목명,평가액(억원),자산군 내 비중(%),지분율(%)
2171,FINECOBANK SPA,36.19,0.00,0.03
2172,KERRY LOGISTICS NETWORK LTD,36.19,0.00,0.08
2173,BLUEBIRD BIO INC,36.18,0.00,0.12
2174,WESBANCO INC,36.17,0.00,0.17
2175,ECOPETROL SA SPONSORED ADR,36.13,0.00,0.01
2176,XEROX HOLDINGS CORP,36.13,0.00,0.07
2177,COLGATE PALMOLIVE (INDIA),36.13,0.00,0.06
2178,MOTHERSON SUMI SYSTEMS LTD,36.12,0.00,0.05
2179,CRRC CORP LTD   H,36.11,0.00,0.31
2180,NEPI ROCKCASTLE PLC,36.09,0.00,0.09
2181,AMMB HOLDINGS BHD,36.07,0.00,0.12
2182,TIM SA,36.05,0.00,0.05
2183,MESAIEED PETROCHEMICAL HOLDI,36.05,0.00,0.05
2184,GRAY TELEVISION INC,35.97,0.00,0.19
2185,AFRICAN RAINBOW MINERALS LTD,35.96,0.00,0.08
2186,PLDT INC,35.89,0.00,0.05
2187,MEDICLINIC INTERNATIONAL PLC,35.87,0.00,0.12
2188,INDIAN OIL CORP LTD,35.85,0.00,0.03
2189,YAKULT HONSHA CO LTD,35.78,0.00,0.04
2190,GROWGENERATION CORP,35.74,0.00,0.15
2191,BERGER PAINTS INDIA LTD,35.73,0.00,0.03
2192,PRESS KOGYO CO LTD,35.63,0.00,0.97
2193,UNITED COMMUNITY BANKS/GA,35.60,0.00,0.13
2194,ROHM CO LTD,35.58,0.00,0.03
2195,SIRIUS XM HOLDINGS INC,35.49,0.00,0.01
2196,MEIKO ELECTRONICS CO LTD,35.44,0.00,0.62
2197,EAST MONEY INFORMATION CO A,35.43,0.00,0.09
2198,ZHUZHOU CRRC TIMES ELECTRI H,35.41,0.00,0.16
2199,UMH PROPERTIES INC,35.40,0.00,0.53
2200,ZHEN DING TECHNOLOGY HOLDING,35.36,0.00,0.09
2201,CINCINNATI FINANCIAL CORP,35.34,0.00,0.02
2202,CYFROWY POLSAT SA,35.32,0.00,0.09
2203,MITSUBISHI RESEARCH INSTITUT,35.32,0.00,0.48
2204,PEOPLE S INSURANCE CO GROU H,35.30,0.00,0.12
2205,CHINA LITERATURE LTD,35.25,0.00,0.04
2206,NESTLE (MALAYSIA) BERHAD,35.09,0.00,0.04
2207,PTT GLOBAL CHEMICAL PCL FOR,35.08,0.00,0.04
2208,VATTI CORPORATION LTD A,35.07,0.00,0.25
2209,GJENSIDIGE FORSIKRING ASA,35.04,0.00,0.03
2210,INABATA + CO LTD,35.03,0.00,0.36
2211,TOYO INK SC HOLDINGS CO LTD,35.01,0.00,0.28
2212,IMPAX ASSET MANAGEMENT GROUP,34.96,0.00,0.26
2213,TELECOM ITALIA RSP,34.94,0.00,0.10
2214,NEMETSCHEK SE,34.93,0.00,0.04
2215,CHINA YANGTZE POWER CO LTD A,34.93,0.00,0.01
2216,CVB FINANCIAL CORP,34.83,0.00,0.12
2217,MONTROSE ENVIRONMENTAL GROUP,34.76,0.00,0.41
2218,CHINA PACIFIC INSURANCE GR A,34.71,0.00,0.01
2219,XINJIANG GOLDWIND SCI+TEC H,34.70,0.00,0.21
2220,AMBUJA CEMENTS LTD,34.67,0.00,0.05
2221,COCA COLA FEMSA SAB DE CV,34.66,0.00,0.13
2222,GRUPO AEROPORTUARIO SUR ADR,34.63,0.00,0.07
2223,WINGSTOP INC,34.62,0.00,0.08
2224,SIME DARBY BERHAD,34.61,0.00,0.08
2225,JAPAN POST HOLDINGS CO LTD,34.61,0.00,0.01
2226,AVNET INC,34.59,0.00,0.09
2227,PACIFIC PREMIER BANCORP INC,34.58,0.00,0.11
2228,MANHATTAN ASSOCIATES INC,34.55,0.00,0.05
2229,ISUZU MOTORS LTD,34.54,0.00,0.04
2230,PROGRESS SOFTWARE CORP,34.54,0.00,0.16
2231,PI INDUSTRIES LTD,34.51,0.00,0.07
2232,IND + COMM BK OF CHINA A,34.47,0.00,0.00
2233,SINA CORP,34.46,0.00,0.13
2234,JANUS HENDERSON GROUP PLC,34.46,0.00,0.05
2235,MUTHOOT FINANCE LTD,34.45,0.00,0.05
2236,CERIDIAN HCM HOLDING INC,34.36,0.00,0.02
2237,CENTRAIS ELETRICAS BRASILIER,34.35,0.00,0.03
2238,NS SOLUTIONS CORP,34.34,0.00,0.11
2239,MITSUBISHI UFJ LEASE + FINAN,34.32,0.00,0.07
2240,MIRVAC GROUP,34.31,0.00,0.04
2241,TAYLOR WIMPEY PLC,34.30,0.00,0.04
2242,SPAR GROUP LIMITED/THE,34.22,0.00,0.13
2243,EQUITY LIFESTYLE PROPERTIES,34.19,0.00,0.03
2244,TRANSMISSORA ALIANCA DE UNIT,34.19,0.00,0.14
2245,KANEKA CORP,34.16,0.00,0.13
2246,JFE HOLDINGS INC,34.15,0.00,0.05
2247,WPG HOLDINGS LTD,34.10,0.00,0.12
2248,AISIN SEIKI CO LTD,34.05,0.00,0.04
2249,IA FINANCIAL CORP INC,34.03,0.00,0.07
2250,JGC HOLDINGS CORP,34.01,0.00,0.13
2251,JAPAN LIFELINE CO LTD,33.98,0.00,0.23
2252,BIG YELLOW GROUP PLC,33.98,0.00,0.12
2253,TOKYO ELECTRON DEVICE LTD,33.95,0.00,0.97
2254,DUSKIN CO LTD,33.94,0.00,0.22
2255,OOREDOO QPSC,33.90,0.00,0.05
2256,CIA BRASILEIRA DE DISTRIBUIC,33.86,0.00,0.08
2257,CHARTER HALL GROUP,33.86,0.00,0.06
2258,NIPPON LIGHT METAL HOLDINGS,33.85,0.00,0.27
2259,HARVEY NORMAN HOLDINGS LTD,33.84,0.00,0.07
2260,FOSHAN HAITIAN FLAVOURING  A,33.80,0.00,0.01
2261,ITO EN LTD,33.79,0.00,0.06
2262,SHAANXI CONSTRUCTION MACHI A,33.78,0.00,0.17
2263,HUATAI SECURITIES CO LTD H,33.76,0.00,0.11
2264,DIC CORP,33.75,0.00,0.13
2265,ADVANCED INFO SERVICE NVDR,33.73,0.00,0.02
2266,TOWA CORP,33.72,0.00,0.61
2267,BANCOLOMBIA SA,33.72,0.00,0.06
2268,SUPERMAX CORP BHD,33.66,0.00,0.08
2269,SYNNEX TECHNOLOGY INTL CORP,33.59,0.00,0.11
2270,AGRICULTURAL BANK OF CHINA A,33.59,0.00,0.00
2271,DAI NIPPON PRINTING CO LTD,33.58,0.00,0.05
2272,KALBE FARMA TBK PT,33.51,0.00,0.06
2273,NIPPON EXPRESS CO LTD,33.45,0.00,0.05
2274,CHINA VANKE CO LTD  A,33.41,0.00,0.03
2275,RAND MERCHANT INVESTMENT HOL,33.40,0.00,0.09
2276,CELSIUS HOLDINGS INC,33.39,0.00,0.10
2277,WEIBO CORP SPON ADR,33.22,0.00,0.06
2278,ENEL CHILE SA,33.20,0.00,0.06
2279,MAXAR TECHNOLOGIES INC,33.20,0.00,0.13
2280,SCSK CORP,33.14,0.00,0.05
2281,EDGEWELL PERSONAL CARE CO,33.14,0.00,0.16
2282,HUGO BOSS AG   ORD,33.11,0.00,0.13
2283,SG HOLDINGS CO LTD,33.07,0.00,0.02
2284,GUANGZHOU R+F PROPERTIES   H,33.05,0.00,0.06
2285,CHONGQING ZHIFEI BIOLOGICA A,32.99,0.00,0.01
2286,SHANGHAI FOSUN PHARMACEUTI H,32.98,0.00,0.11
2287,SAUDI IND INVESTMENT GROUP,32.96,0.00,0.09
2288,TIGER BRANDS LTD,32.86,0.00,0.11
2289,SUN ART RETAIL GROUP LTD,32.86,0.00,0.03
2290,MARINEMAX INC,32.76,0.00,0.39
2291,SCHINDLER HOLDING PART CERT,32.76,0.00,0.03
2292,SHYFT GROUP INC/THE,32.64,0.00,0.30
2293,KEPPEL DC REIT,32.55,0.00,0.09
2294,CIA DE DISTRIBUCION INTEGRAL,32.55,0.00,0.11
2295,LOGAN GROUP CO LTD,32.54,0.00,0.03
2296,CHINA SOUTH PUBLISHING  A,32.54,0.00,0.12
2297,T+D HOLDINGS INC,32.24,0.00,0.04
2298,KUEHNE   NAGEL INTL AG REG,32.19,0.00,0.01
2299,HEXPOL AB,32.19,0.00,0.08
2300,HAITONG SECURITIES CO LTD H,32.07,0.00,0.10
2301,HUTCHISON CHINA MEDITECH ADR,32.07,0.00,0.06
2302,FORD OTOMOTIV SANAYI AS,31.98,0.00,0.05
2303,INSPIRE MEDICAL SYSTEMS INC,31.98,0.00,0.06
2304,CROMPTON GREAVES CONSUMER EL,31.93,0.00,0.09
2305,CHINA EVERBRIGHT ENVIRONMENT,31.92,0.00,0.08
2306,MONETA MONEY BANK AS,31.76,0.00,0.18
2307,ARCA CONTINENTAL SAB DE CV,31.76,0.00,0.03
2308,CHINA MEIDONG AUTO HOLDINGS,31.74,0.00,0.06
2309,DAIBIRU CORP,31.67,0.00,0.20
2310,UNITED SPIRITS LTD,31.60,0.00,0.05
2311,HANESBRANDS INC,31.57,0.00,0.06
2312,INTERGLOBE AVIATION LTD,31.55,0.00,0.03
2313,GRAHAM HOLDINGS CO CLASS B,31.55,0.00,0.13
2314,PETRONET LNG LTD FOR,31.45,0.00,0.06
2315,SEGA SAMMY HOLDINGS INC,31.38,0.00,0.07
2316,BRIXMOR PROPERTY GROUP INC,31.26,0.00,0.06
2317,YES BANK LTD,31.23,0.00,0.04
2318,URBAN + CIVIC PLC,31.23,0.00,0.42
2319,CHINA MOLYBDENUM CO LTD H,31.23,0.00,0.11
2320,KANGJI MEDICAL HOLDINGS LTD,31.20,0.00,0.12
2321,BRADESPAR SA  PREF,31.20,0.00,0.10
2322,INTERMEDIATE CAPITAL GROUP,31.19,0.00,0.04
2323,MOMO INC SPON ADR,31.18,0.00,0.12
2324,CACTUS INC   A,31.15,0.00,0.23
2325,GAZTRANSPORT ET TECHNIGA SA,31.12,0.00,0.08
2326,TRINET GROUP INC,31.10,0.00,0.05
2327,DIASORIN SPA,31.05,0.00,0.02
2328,BANCO DE CREDITO E INVERSION,31.01,0.00,0.05
2329,HAITIAN INTERNATIONAL HLDGS,30.99,0.00,0.05
2330,TAIWAN HIGH SPEED RAIL CORP,30.94,0.00,0.04
2331,SPROUT SOCIAL INC   CLASS A,30.92,0.00,0.14
2332,TEVA PHARMACEUTICAL SP ADR,30.86,0.00,0.03
2333,BANK LEUMI LE ISRAEL,30.83,0.00,0.03
2334,DONALDSON CO INC,30.82,0.00,0.04
2335,SPIRIT AEROSYSTEMS HOLD CL A,30.79,0.00,0.07
2336,COSCO SHIPPING PORTS LTD,30.78,0.00,0.12
2337,BUREAU VERITAS SA,30.78,0.00,0.02
2338,VMWARE INC CLASS A,30.76,0.00,0.02
2339,JINXIN FERTILITY GROUP LTD,30.68,0.00,0.06
2340,SAN IN GODO BANK LTD/THE,30.65,0.00,0.38
2341,NORWEGIAN FINANCE HOLDING AS,30.65,0.00,0.18
2342,KIRKLAND LAKE GOLD LTD,30.64,0.00,0.02
2343,LEONARDO SPA,30.63,0.00,0.07
2344,BARITO PACIFIC TBK PT,30.61,0.00,0.04
2345,BEIJING ORIENTAL YUHONG A,30.54,0.00,0.03
2346,BOSTON BEER COMPANY INC A,30.50,0.00,0.03
2347,ENTRA ASA,30.48,0.00,0.07
2348,PURPLE INNOVATION INC,30.38,0.00,0.11
2349,UNIPOL GRUPPO SPA,30.37,0.00,0.08
2350,HK ELECTRIC INVESTMENTS  SS,30.34,0.00,0.03
2351,CGN POWER CO LTD H,30.32,0.00,0.12
2352,ADVANCED PETROCHEMICALS CO,30.30,0.00,0.07
2353,TRONOX HOLDINGS PLC  A,30.25,0.00,0.13
2354,FAURECIA,30.22,0.00,0.04
2355,LOEWS CORP,30.17,0.00,0.02
2356,BEIJING GEOENVIRON ENGINEE A,30.15,0.00,0.16
2357,CENTRAL PATTANA PCL NVDR,30.12,0.00,0.04
2358,NIEN MADE ENTERPRISE CO LTD,30.09,0.00,0.08
2359,SICHUAN KELUN PHARMACEUTIC A,30.08,0.00,0.07
2360,ABU DHABI ISLAMIC BANK,30.06,0.00,0.06
2361,TAIWAN BUSINESS BANK,30.06,0.00,0.11
2362,ZTE CORP H,30.04,0.00,0.15
2363,ALMIRALL SA,30.04,0.00,0.12
2364,SAPUTO INC,30.03,0.00,0.02
2365,NORTHLAND POWER INC,30.00,0.00,0.04
2366,SHANGHAI PHARMACEUTICALS H,29.98,0.00,0.17
2367,CHINA GALAXY SECURITIES CO H,29.94,0.00,0.12
2368,ANRITSU CORP,29.94,0.00,0.09
2369,BANK OF NINGBO CO LTD  A,29.92,0.00,0.01
2370,BOSIDENG INTL HLDGS LTD,29.87,0.00,0.04
2371,A LIVING SMART CITY SERVICES,29.85,0.00,0.05
2372,APERAM,29.85,0.00,0.08
2373,PAGE INDUSTRIES LTD,29.77,0.00,0.06
2374,AMC NETWORKS INC A,29.74,0.00,0.26
2375,UNITED AIRLINES HOLDINGS INC,29.74,0.00,0.02
2376,THAI BEVERAGE PCL,29.73,0.00,0.02
2377,AGILE GROUP HOLDINGS LTD,29.71,0.00,0.05
2378,IPSOS,29.70,0.00,0.18
2379,ROSNEFT OIL CO PJSC REGS GDR,29.69,0.00,0.00
2380,VISHAY INTERTECHNOLOGY INC,29.69,0.00,0.10
2381,SPECTRIS PLC,29.65,0.00,0.06
2382,TUTOR PERINI CORP,29.63,0.00,0.41
2383,MAGNIT  PJSC SPON GDR REGS,29.62,0.00,0.15
2384,USANA HEALTH SCIENCES INC,29.61,0.00,0.17
2385,BRINKER INTERNATIONAL INC,29.61,0.00,0.11
2386,HAIER SMART HOME CO LTD A,29.58,0.00,0.11
2387,RAYMOND JAMES FINANCIAL INC,29.58,0.00,0.02
2388,ORIGIN ENERGY LTD,29.57,0.00,0.04
2389,INVENTEC CORP,29.57,0.00,0.09
2390,INFRAESTRUCTURA ENERGETICA N,29.54,0.00,0.05
2391,ALUMINUM CORP OF CHINA LTD H,29.43,0.00,0.17
2392,REDROW PLC,29.35,0.00,0.10
2393,SYKES ENTERPRISES INC,29.35,0.00,0.18
2394,AENA SME SA,29.29,0.00,0.01
2395,ATOSS SOFTWARE AG,29.28,0.00,0.18
2396,LADDER CAPITAL CORP REIT,29.28,0.00,0.23
2397,AUSNET SERVICES,29.24,0.00,0.05
2398,ANHUI CONCH CEMENT CO LTD A,29.21,0.00,0.01
2399,RSA INSURANCE GROUP PLC,29.20,0.00,0.03
2400,JIANGXI COPPER CO LTD H,29.13,0.00,0.10
2401,HDFC ASSET MANAGEMENT CO LTD,29.05,0.00,0.03
2402,INDAH KIAT PULP + PAPER TBK,28.94,0.00,0.07
2403,HERMAN MILLER INC,28.93,0.00,0.13
2404,PTT GLOBAL CHEMICAL PCL NVDR,28.92,0.00,0.03
2405,ARJO AB   B SHARES,28.90,0.00,0.11
2406,FIVE9 INC,28.86,0.00,0.02
2407,INMOBILIARIA COLONIAL SOCIMI,28.84,0.00,0.05
2408,GENTING MALAYSIA BHD,28.80,0.00,0.07
2409,CI FINANCIAL CORP,28.79,0.00,0.10
2410,SHANDONG GOLD MINING CO LT A,28.78,0.00,0.03
2411,DELTA ELECTRONICS THAI FORGN,28.77,0.00,0.01
2412,WEICHAI POWER CO LTD A,28.70,0.00,0.03
2413,CREST NICHOLSON HOLDINGS,28.68,0.00,0.23
2414,AICA KOGYO CO LTD,28.63,0.00,0.11
2415,HAKUHODO DY HOLDINGS INC,28.59,0.00,0.05
2416,QATAR GAS TRANSPORT(NAKILAT),28.50,0.00,0.05
2417,PCCW LTD,28.49,0.00,0.06
2418,CALBEE INC,28.48,0.00,0.06
2419,NISOURCE INC,28.43,0.00,0.03
2420,RENT A CENTER INC,28.43,0.00,0.13
2421,JUMBO SA,28.40,0.00,0.11
2422,PSP SWISS PROPERTY AG REG,28.38,0.00,0.04
2423,TEMENOS AG   REG,28.37,0.00,0.03
2424,DIAMONDBACK ENERGY INC,28.35,0.00,0.03
2425,MAGNIT  PJSC SPON GDR REGS,28.31,0.00,0.15
2426,BANCOLOMBIA SA PREF,28.29,0.00,0.06
2427,ZHEJIANG HUACE FILM + TV A,28.28,0.00,0.16
2428,TIETOEVRY OYJ,28.24,0.00,0.07
2429,BOUBYAN BANK K.S.C,28.22,0.00,0.04
2430,GF SECURITIES CO LTD H,28.20,0.00,0.11
2431,ENEOS HOLDINGS INC,28.20,0.00,0.02
2432,ANSELL LTD,28.19,0.00,0.08
2433,TORRENT PHARMACEUTICALS LTD,28.18,0.00,0.04
2434,YANZHOU COAL MINING CO H,28.12,0.00,0.17
2435,CHINA YUHUA EDUCATION CORP L,28.11,0.00,0.09
2436,TERRENO REALTY CORP,28.11,0.00,0.06
2437,BEIJING ENTERPRISES WATER GR,28.11,0.00,0.06
2438,BIG LOTS INC,28.09,0.00,0.16
2439,NVENT ELECTRIC PLC,27.98,0.00,0.06
2440,ZHEJIANG RUNTU CO LTD A,27.98,0.00,0.14
2441,BESTECHNIC (SHANGHAI) CO LTD,27.97,0.00,0.21
2442,ABOITIZ EQUITY VENTURES INC,27.93,0.00,0.05
2443,HINDUSTAN PETROLEUM CORP,27.92,0.00,0.06
2444,VERICEL CORP,27.90,0.00,0.18
2445,INDORAMA VENTURES PCL NVDR,27.88,0.00,0.04
2446,ENERGISA SA UNITS,27.87,0.00,0.07
2447,NEC NETWORKS + SYSTEM INTEGR,27.80,0.00,0.10
2448,STRABAG SE BR,27.78,0.00,0.07
2449,AXCELIS TECHNOLOGIES INC,27.78,0.00,0.26
2450,OSAKA GAS CO LTD,27.73,0.00,0.03
2451,CONCHO RESOURCES INC,27.67,0.00,0.02
2452,MRF LTD,27.66,0.00,0.06
2453,SUNSTONE HOTEL INVESTORS INC,27.65,0.00,0.10
2454,HMS HOLDINGS CORP,27.65,0.00,0.08
2455,JFE SYSTEMS INC,27.63,0.00,1.00
2456,KONINKLIJKE KPN NV,27.61,0.00,0.02
2457,ESSENTIAL UTILITIES INC,27.61,0.00,0.02
2458,DLF LTD,27.61,0.00,0.03
2459,LUNDIN MINING CORP,27.54,0.00,0.08
2460,ADVANCED DRAINAGE SYSTEMS IN,27.50,0.00,0.04
2461,NATIONAL BANK HOLD CL A,27.48,0.00,0.25
2462,HEALIUS LTD,27.47,0.00,0.14
2463,SAIC MOTOR CORP LTD A,27.45,0.00,0.01
2464,SANDERSON FARMS INC,27.40,0.00,0.09
2465,CARNIVAL CORP,27.40,0.00,0.01
2466,NMI HOLDINGS INC CLASS A,27.40,0.00,0.13
2467,JAPAN ELEVATOR SERVICE HOLDI,27.38,0.00,0.06
2468,THAI UNION GROUP PCL NVDR,27.35,0.00,0.11
2469,MARTINREA INTERNATIONAL INC,27.35,0.00,0.26
2470,UDR INC,27.33,0.00,0.02
2471,IPCA LABORATORIES LTD,27.33,0.00,0.07
2472,GANFENG LITHIUM CO LTD A,27.31,0.00,0.03
2473,BALKRISHNA INDUSTRIES LTD,27.28,0.00,0.06
2474,FORBO HOLDING AG REG,27.28,0.00,0.09
2475,WIWYNN CORP,27.26,0.00,0.06
2476,CHINA STATE CONSTRUCTION  A,27.23,0.00,0.03
2477,INTERFACE INC,27.23,0.00,0.41
2478,AUSTRIA TECHNOLOGIE + SYSTEM,27.22,0.00,0.21
2479,OLD NATIONAL BANCORP,27.21,0.00,0.09
2480,LIBERTY LATIN AMERIC CL C,27.11,0.00,0.12
2481,TOPSPORTS INTERNATIONAL HOLD,27.10,0.00,0.03
2482,SOCIETE BIC SA,27.09,0.00,0.10
2483,TUPRAS TURKIYE PETROL RAFINE,27.05,0.00,0.07
2484,METROPOLITAN BANK + TRUST,26.94,0.00,0.05
2485,PARK24 CO LTD,26.89,0.00,0.09
2486,INDRAPRASTHA GAS LTD,26.89,0.00,0.05
2487,BAOZUN INC SPN ADR,26.89,0.00,0.09
2488,VALVOLINE INC,26.81,0.00,0.06
2489,WUXI LEAD INTELLIGENT EQUI A,26.74,0.00,0.04
2490,NORDSON CORP,26.74,0.00,0.02
2491,HUAYU AUTOMOTIVE SYSTEMS  A,26.55,0.00,0.03
2492,BUPA ARABIA FOR COOPERATIVE,26.54,0.00,0.06
2493,EVRAZ PLC,26.54,0.00,0.03
2494,SHIFT4 PAYMENTS INC CLASS A,26.51,0.00,0.08
2495,MATRIX SERVICE CO,26.46,0.00,0.83
2496,PEOPLES BANCORP INC,26.40,0.00,0.45
2497,WYNN RESORTS LTD,26.40,0.00,0.02
2498,YADEA GROUP HOLDINGS LTD,26.39,0.00,0.04
2499,FJORDKRAFT HOLDING ASA,26.37,0.00,0.22
2500,KWG GROUP HOLDINGS LTD,26.37,0.00,0.06
2501,CHINA JUSHI CO LTD  A,26.36,0.00,0.03
2502,MMG LTD,26.30,0.00,0.07
2503,ASELSAN ELEKTRONIK SANAYI,26.25,0.00,0.04
2504,APELOA PHARMACEUTICAL CO A,26.22,0.00,0.06
2505,LUMINEX CORP,26.18,0.00,0.22
2506,ABERCROMBIE + FITCH CO CL A,26.17,0.00,0.18
2507,PARSLEY ENERGY INC CLASS A,26.15,0.00,0.04
2508,WASHINGTON TRUST BANCORP,26.12,0.00,0.31
2509,JOLLIBEE FOODS CORP,26.09,0.00,0.05
2510,VICINITY CENTRES,26.07,0.00,0.04
2511,SPIRE INC,26.06,0.00,0.07
2512,CABLE ONE INC,26.03,0.00,0.02
2513,CHINA MERCHANTS SECURITIES A,26.03,0.00,0.01
2514,GUIDEWIRE SOFTWARE INC,26.00,0.00,0.02
2515,EXOR NV,25.99,0.00,0.01
2516,SHENZHEN KANGTAI BIOLOGICA A,25.98,0.00,0.02
2517,NIPPON SEIKI CO LTD,25.95,0.00,0.35
2518,CHINA MERCHANTS PORT HOLDING,25.92,0.00,0.05
2519,BECHTLE AG,25.92,0.00,0.03
2520,SEAZEN GROUP LTD,25.87,0.00,0.05
2521,NISHIMATSUYA CHAIN CO LTD,25.83,0.00,0.23
2522,XENIA HOTELS + RESORTS INC,25.82,0.00,0.14
2523,LOMON BILLIONS GROUP CO   A,25.78,0.00,0.03
2524,BARWA REAL ESTATE CO,25.78,0.00,0.07
2525,TOAGOSEI CO LTD,25.77,0.00,0.16
2526,ELEMENTIS PLC,25.73,0.00,0.26
2527,KANEMATSU ELECTRONICS LTD,25.71,0.00,0.18
2528,CENTRAIS ELETRICAS BRAS PR B,25.71,0.00,0.12
2529,BKW AG,25.67,0.00,0.04
2530,VINDA INTERNATIONAL HOLDINGS,25.61,0.00,0.07
2531,ALLEGIANT TRAVEL CO,25.57,0.00,0.06
2532,FTI CONSULTING INC,25.53,0.00,0.06
2533,CHINA MINSHENG BANKING A,25.47,0.00,0.01
2534,ISHARES MSCI SOUTH AFRICA ETF,25.46,0.00,0.55
2535,PIRAMAL ENTERPRISES LTD,25.46,0.00,0.05
2536,QATAR INTERNATIONAL ISLAMIC,25.43,0.00,0.06
2537,MDC HOLDINGS INC,25.42,0.00,0.07
2538,WILL SEMICONDUCTOR CO LTD A,25.41,0.00,0.02
2539,X 5 RETAIL GROUP NV REGS GDR,25.41,0.00,0.09
2540,YAMAZAKI BAKING CO LTD,25.38,0.00,0.06
2541,IWG PLC,25.38,0.00,0.05
2542,CONVERGE ICT SOLUTIONS INC,25.31,0.00,0.10
2543,WESTON (GEORGE) LTD,25.26,0.00,0.02
2544,MINOR INTERNATIONAL PCL FOR,25.23,0.00,0.05
2545,BOC AVIATION LTD,25.20,0.00,0.04
2546,TAKEUCHI MFG CO LTD,25.18,0.00,0.20
2547,WYNN MACAU LTD,25.18,0.00,0.03
2548,OZ MINERALS LTD,25.16,0.00,0.05
2549,TAKEEI CORP,25.15,0.00,0.66
2550,VALMET OYJ,25.14,0.00,0.05
2551,DMG MORI CO LTD,25.13,0.00,0.12
2552,FISCHER (GEORG) REG,25.13,0.00,0.04
2553,INTEGER HOLDINGS CORP,25.12,0.00,0.09
2554,KINGBOARD LAMINATES HLDG LTD,25.11,0.00,0.05
2555,STOCK SPIRITS GROUP PLC,25.11,0.00,0.31
2556,GRUPO DE INV SURAMERICANA,25.10,0.00,0.07
2557,CHANGCHUN HIGH + NEW TECH A,25.09,0.00,0.02
2558,WILLIAMS SONOMA INC,25.05,0.00,0.03
2559,KOSE CORP,25.04,0.00,0.02
2560,AKKA TECHNOLOGIES,25.04,0.00,0.33
2561,STANDARD CHARTERED PLC,25.03,0.00,0.39
2562,TELEKOM MALAYSIA BHD,25.02,0.00,0.05
2563,COMMVAULT SYSTEMS INC,25.01,0.00,0.09
2564,HEIDRICK + STRUGGLES INTL,25.00,0.00,0.40
2565,STEELCASE INC CL A,24.91,0.00,0.19
2566,ADVANCED ENERGY INDUSTRIES,24.88,0.00,0.06
2567,ORACLE CORP JAPAN,24.80,0.00,0.01
2568,QUILTER PLC,24.80,0.00,0.06
2569,THK CO LTD,24.77,0.00,0.05
2570,PIEDMONT OFFICE REALTY TRU A,24.77,0.00,0.11
2571,FUYAO GLASS INDUSTRY GROUP A,24.76,0.00,0.02
2572,ZHONGAN ONLINE P+C INSURAN H,24.74,0.00,0.03
2573,GANFENG LITHIUM CO LTD A,24.70,0.00,0.03
2574,CHARLES RIVER LABORATORIES,24.67,0.00,0.02
2575,AIER EYE HOSPITAL GROUP CO A,24.66,0.00,0.01
2576,BAYCURRENT CONSULTING INC,24.59,0.00,0.08
2577,POLY DEVELOPMENTS AND HOLD A,24.57,0.00,0.12
2578,AVICHINA INDUSTRY + TECH H,24.54,0.00,0.05
2579,BRP GROUP INC A,24.54,0.00,0.17
2580,TATNEFT PAO SPONSORED ADR,24.52,0.00,0.02
2581,AGILITY,24.51,0.00,0.05
2582,WUHAN DR LASER TECHNOLOGY  A,24.49,0.00,0.09
2583,SANY HEAVY INDUSTRY CO LTD A,24.44,0.00,0.01
2584,ONE GAS INC,24.44,0.00,0.06
2585,MAGNITOGORSK IRON + STEEL WO,24.42,0.00,0.03
2586,CHINA EDUCATION GROUP HOLDIN,24.42,0.00,0.05
2587,WEBSTER FINANCIAL CORP,24.40,0.00,0.06
2588,LUNDIN MINING CORP,24.39,0.00,0.08
2589,SHENZHEN INTL HOLDINGS,24.38,0.00,0.06
2590,COPA HOLDINGS SA CLASS A,24.36,0.00,0.10
2591,ZIJIN MINING GROUP CO LTD A,24.36,0.00,0.02
2592,KOSSAN RUBBER INDUSTRIES,24.29,0.00,0.07
2593,CHINA YANGTZE POWE REG S,24.28,0.00,0.00
2594,DUERR AG,24.26,0.00,0.07
2595,HOPSON DEVELOPMENT HOLDINGS,24.23,0.00,0.04
2596,REDFIN CORP,24.20,0.00,0.04
2597,TEEKAY TANKERS LTD CLASS A,24.20,0.00,0.69
2598,AIR CHINA LTD H,24.17,0.00,0.06
2599,MAIL.RU GROUP GDR REGS,24.14,0.00,0.06
2600,ZIJIN MINING GROUP CO LTD A,24.11,0.00,0.02
2601,FUJI SOFT INC,24.09,0.00,0.13
2602,WINNEBAGO INDUSTRIES,24.05,0.00,0.11
2603,HAZAMA ANDO CORP,23.93,0.00,0.16
2604,PGE SA,23.93,0.00,0.06
2605,FLUIDRA SA,23.91,0.00,0.04
2606,NOAH HOLDINGS LTD SPON ADS,23.82,0.00,0.10
2607,TRENT LTD FOREIGN,23.80,0.00,0.07
2608,LION CORP,23.80,0.00,0.03
2609,JAPAN SECURITIES FINANCE CO,23.79,0.00,0.44
2610,SPECTRUM BRANDS HOLDINGS INC,23.74,0.00,0.05
2611,NATERA INC,23.71,0.00,0.03
2612,ENERGIZER HOLDINGS INC,23.69,0.00,0.08
2613,SAHARA INTERNATIONAL PETROCH,23.68,0.00,0.06
2614,KAWASAKI HEAVY INDUSTRIES,23.68,0.00,0.06
2615,CIT GROUP INC,23.67,0.00,0.06
2616,GAMUDA BHD,23.66,0.00,0.09
2617,CAMDEN PROPERTY TRUST,23.63,0.00,0.02
2618,LOVESAC CO/THE,23.62,0.00,0.34
2619,TONGCHENG ELONG HOLDINGS LTD,23.60,0.00,0.05
