번호,종목명,평가액(억원),자산군 내 비중(%),지분율(%)
1,APPLE INC,50237.39,2.61,0.20
2,MICROSOFT CORP,43004.50,2.23,0.24
3,AMAZON.COM INC,38917.92,2.02,0.22
4,FACEBOOK INC CLASS A,24096.60,1.25,0.34
5,TESLA INC,22223.83,1.15,0.31
6,ALPHABET INC CL C,21603.63,1.12,0.34
7,ALPHABET INC CL A,18555.28,0.96,0.32
8,TENCENT HOLDINGS LTD,18449.22,0.96,0.24
9,TAIWAN SEMICONDUCTOR SP ADR,15604.99,0.81,0.25
10,ALIBABA GROUP HOLDING SP ADR,15587.03,0.81,0.23
11,MASTERCARD INC   A,15092.56,0.78,0.39
12,UNITEDHEALTH GROUP INC,13504.29,0.70,0.37
13,NESTLE SA REG,12588.54,0.65,0.34
14,JOHNSON + JOHNSON,11940.63,0.62,0.26
15,ROCHE HOLDING AG GENUSSCHEIN,11425.40,0.59,0.43
16,SPDR S+P 500 ETF TRUST,11371.73,0.59,0.32
17,JPMORGAN CHASE + CO,10911.06,0.57,0.26
18,TAIWAN SEMICONDUCTOR MANUFAC,10445.54,0.54,0.19
19,NVIDIA CORP,10326.67,0.54,0.29
20,NETFLIX INC,9395.97,0.49,0.36
21,ADOBE INC,9209.25,0.48,0.35
22,PAYPAL HOLDINGS INC,9049.44,0.47,0.30
23,VANGUARD S+P 500 ETF,8983.33,0.47,0.47
24,ISHARES CORE S+P 500 ETF,8699.71,0.45,0.34
25,VISA INC CLASS A SHARES,8686.49,0.45,0.22
26,ILLUMINA INC,8632.77,0.45,1.47
27,MEITUAN CLASS B,8625.36,0.45,0.40
28,ASML HOLDING NV,8373.53,0.43,0.38
29,HOME DEPOT INC,8333.79,0.43,0.27
30,PROCTER + GAMBLE CO/THE,8333.67,0.43,0.22
31,COMCAST CORP CLASS A,8282.69,0.43,0.32
32,PINDUODUO INC ADR,8087.35,0.42,0.48
33,ORACLE CORP,7812.64,0.41,0.38
34,KEYENCE CORP,7794.90,0.40,0.52
35,MEDTRONIC PLC,7597.44,0.39,0.44
36,WALT DISNEY CO/THE,7383.73,0.38,0.21
37,SALESFORCE.COM INC,7211.86,0.37,0.33
38,MICRON TECHNOLOGY INC,7198.99,0.37,0.79
39,AIA GROUP LTD,7072.48,0.37,0.43
40,TEXAS INSTRUMENTS INC,6984.36,0.36,0.43
41,NIKE INC  CL B,6672.01,0.35,0.35
42,VERIZON COMMUNICATIONS INC,6415.29,0.33,0.27
43,INTUITIVE SURGICAL INC,6243.45,0.32,0.60
44,WELLS FARGO + CO,6220.63,0.32,0.46
45,BANK OF AMERICA CORP,6151.42,0.32,0.22
46,CISCO SYSTEMS INC,6122.27,0.32,0.30
47,NOVO NORDISK A/S B,6113.83,0.32,0.44
48,NOVARTIS AG REG,6017.66,0.31,0.24
49,PFIZER INC,6005.94,0.31,0.27
50,CITIGROUP INC,5939.47,0.31,0.43
51,DAIMLER AG REGISTERED SHARES,5911.14,0.31,0.72
52,BERKSHIRE HATHAWAY INC CL B,5731.48,0.30,0.17
53,ADYEN NV,5602.76,0.29,0.73
54,PEPSICO INC,5527.52,0.29,0.25
55,KERING,5466.25,0.28,0.55
56,BOOKING HOLDINGS INC,5341.93,0.28,0.54
57,THERMO FISHER SCIENTIFIC INC,5269.45,0.27,0.26
58,ACCENTURE PLC CL A,5140.90,0.27,0.27
59,INTEL CORP,5124.32,0.27,0.23
60,LVMH MOET HENNESSY LOUIS VUI,4981.22,0.26,0.14
61,WORKDAY INC CLASS A,4872.99,0.25,1.04
62,ANTHEM INC,4864.44,0.25,0.56
63,DANAHER CORP,4845.05,0.25,0.28
64,CHARTER COMMUNICATIONS INC A,4800.60,0.25,0.33
65,WALMART INC,4786.35,0.25,0.11
66,PELOTON INTERACTIVE INC A,4765.97,0.25,1.13
67,HCA HEALTHCARE INC,4723.75,0.25,0.78
68,COCA COLA CO/THE,4716.24,0.24,0.18
69,ABBVIE INC,4710.66,0.24,0.23
70,MERCK + CO. INC.,4622.32,0.24,0.21
71,VANGUARD FTSE ALL WORLD EX US,4604.71,0.24,1.18
72,CIGNA CORP,4568.57,0.24,0.56
73,AUTOMATIC DATA PROCESSING,4504.58,0.23,0.55
74,DEXCOM INC,4438.51,0.23,1.15
75,LLOYDS BANKING GROUP PLC,4328.93,0.22,1.13
76,FIDELITY NATIONAL INFO SERV,4242.81,0.22,0.45
77,L OREAL,4233.26,0.22,0.18
78,SANOFI,4230.00,0.22,0.32
79,FANUC CORP,4206.38,0.22,0.78
80,COSTCO WHOLESALE CORP,4158.52,0.22,0.23
81,NIO INC   ADR,4153.21,0.22,0.61
82,ABBOTT LABORATORIES,4106.78,0.21,0.19
83,SERVICENOW INC,4032.18,0.21,0.35
84,EDWARDS LIFESCIENCES CORP,3999.16,0.21,0.65
85,HONEYWELL INTERNATIONAL INC,3992.79,0.21,0.25
86,BROADCOM INC,3935.58,0.20,0.20
87,AMERICAN EXPRESS CO,3923.99,0.20,0.37
88,COLGATE PALMOLIVE CO,3894.65,0.20,0.49
89,AT+T INC,3850.30,0.20,0.17
90,PHILIP MORRIS INTERNATIONAL,3819.05,0.20,0.27
91,LOWE S COS INC,3818.48,0.20,0.30
92,SONY CORP,3781.98,0.20,0.28
93,COMPASS GROUP PLC,3772.57,0.20,1.03
94,SHIN ETSU CHEMICAL CO LTD,3708.97,0.19,0.46
95,EXXON MOBIL CORP,3675.85,0.19,0.19
96,QUALCOMM INC,3664.77,0.19,0.20
97,RECKITT BENCKISER GROUP PLC,3656.40,0.19,0.53
98,SHOPIFY INC   CLASS A,3630.11,0.19,0.41
99,AON PLC CLASS A,3544.92,0.18,0.66
100,INTUIT INC,3511.54,0.18,0.32
101,GENERAL MOTORS CO,3507.96,0.18,0.54
102,BNP PARIBAS,3485.13,0.18,0.49
103,TJX COMPANIES INC,3478.64,0.18,0.39
104,CME GROUP INC,3455.91,0.18,0.49
105,HOUSING DEVELOPMENT FINANCE,3418.46,0.18,0.48
106,LINDE PLC,3406.01,0.18,0.33
107,TOYOTA MOTOR CORP,3401.26,0.18,0.12
108,DELIVERY HERO SE,3371.00,0.17,1.00
109,IQVIA HOLDINGS INC,3244.51,0.17,0.87
110,STRYKER CORP,3239.69,0.17,0.32
111,COGNIZANT TECH SOLUTIONS A,3230.02,0.17,0.68
112,CSL LTD,3227.28,0.17,0.30
113,NEXT FUNDS TOPIX EXCHANGE TRAD,3222.46,0.17,0.21
114,ZOOM VIDEO COMMUNICATIONS A,3217.36,0.17,0.44
115,MCDONALD S CORP,3205.16,0.17,0.18
116,SCHNEIDER ELECTRIC SE,3166.69,0.16,0.35
117,ADVANCED MICRO DEVICES,3125.27,0.16,0.26
118,TE CONNECTIVITY LTD,3106.30,0.16,0.71
119,IBERDROLA SA,3047.94,0.16,0.31
120,FISERV INC,3047.28,0.16,0.37
121,BRISTOL MYERS SQUIBB CO,3045.36,0.16,0.20
122,HEINEKEN NV,3030.91,0.16,0.42
123,BAYER AG REG,2977.30,0.15,0.47
124,UNION PACIFIC CORP,2943.75,0.15,0.19
125,DIAGEO PLC,2921.98,0.15,0.29
126,NASPERS LTD N SHS,2914.98,0.15,0.30
127,ALLIANZ SE REG,2910.68,0.15,0.26
128,SPOTIFY TECHNOLOGY SA,2855.71,0.15,0.44
129,MORGAN STANLEY,2854.73,0.15,0.21
130,ALIBABA GROUP HOLDING LTD,2849.03,0.15,0.04
131,SYSCO CORP,2833.25,0.15,0.69
132,AMPHENOL CORP CL A,2826.34,0.15,0.66
133,L3HARRIS TECHNOLOGIES INC,2819.50,0.15,0.65
134,CHEVRON CORP,2811.29,0.15,0.16
135,BLACKROCK INC,2808.25,0.15,0.23
136,ING GROEP NV,2806.45,0.15,0.70
137,HENKEL AG + CO KGAA VORZUG,2789.44,0.14,1.27
138,GOLDMAN SACHS GROUP INC,2770.55,0.14,0.28
139,ELI LILLY + CO,2756.51,0.14,0.16
140,AMGEN INC,2749.96,0.14,0.19
141,ASTRAZENECA PLC,2741.11,0.14,0.19
142,NEXTERA ENERGY INC,2738.26,0.14,0.17
143,INTL BUSINESS MACHINES CORP,2737.97,0.14,0.22
144,UNILEVER PLC,2708.97,0.14,0.21
145,DEERE + CO,2693.45,0.14,0.29
146,DR HORTON INC,2692.50,0.14,0.98
147,FASTENAL CO,2687.31,0.14,0.88
148,ATLASSIAN CORP PLC CLASS A,2686.40,0.14,0.80
149,RIO TINTO PLC,2674.44,0.14,0.26
150,KDDI CORP,2627.81,0.14,0.35
151,SCHWAB (CHARLES) CORP,2625.13,0.14,0.25
152,NXP SEMICONDUCTORS NV,2606.76,0.14,0.54
153,3M CO,2603.96,0.14,0.24
154,TAL EDUCATION GROUP  ADR,2597.15,0.13,0.84
155,ESTEE LAUDER COMPANIES CL A,2585.46,0.13,0.39
156,LYXOR CAC 40 DR UCITS ETF,2552.91,0.13,5.19
157,LENNAR CORP A,2544.99,0.13,1.12
158,CHUBB LTD,2528.36,0.13,0.33
159,US BANCORP,2518.41,0.13,0.33
160,SIEMENS AG REG,2518.04,0.13,0.19
161,PRUDENTIAL PLC,2515.34,0.13,0.48
162,ACTIVISION BLIZZARD INC,2496.67,0.13,0.32
163,BANK OF NEW YORK MELLON CORP,2484.36,0.13,0.61
164,CHINA CONSTRUCTION BANK H,2475.72,0.13,0.12
165,EMERSON ELECTRIC CO,2461.08,0.13,0.47
166,SAP SE,2454.86,0.13,0.14
167,GLOBAL PAYMENTS INC,2448.20,0.13,0.35
168,STATE STREET CORP,2437.11,0.13,0.87
169,ISHARES S+P/TSX 60 INDEX ETF,2419.57,0.13,3.05
170,CVS HEALTH CORP,2408.58,0.12,0.25
171,TOTAL SE,2405.83,0.12,0.19
172,UBS GROUP AG REG,2390.50,0.12,0.40
173,STARBUCKS CORP,2365.81,0.12,0.17
174,INTERCONTINENTAL EXCHANGE IN,2364.97,0.12,0.34
175,CREDIT SUISSE GROUP AG REG,2353.72,0.12,0.68
176,BRITISH AMERICAN TOBACCO PLC,2352.92,0.12,0.25
177,S+P GLOBAL INC,2334.99,0.12,0.27
178,MARKETAXESS HOLDINGS INC,2310.77,0.12,0.98
179,HERMES INTERNATIONAL,2292.48,0.12,0.19
180,CUMMINS INC,2274.59,0.12,0.62
181,UNITED PARCEL SERVICE CL B,2270.98,0.12,0.17
182,TARGET CORP,2256.72,0.12,0.23
183,EXPERIAN PLC,2253.55,0.12,0.59
184,MERCADOLIBRE INC,2249.17,0.12,0.25
185,GILEAD SCIENCES INC,2247.13,0.12,0.28
186,VERTEX PHARMACEUTICALS INC,2236.01,0.12,0.33
187,NETEASE INC ADR,2233.72,0.12,0.31
188,MONDELEZ INTERNATIONAL INC A,2228.46,0.12,0.24
189,SUMITOMO MITSUI FINANCIAL GR,2226.73,0.12,0.48
190,CIE FINANCIERE RICHEMO A REG,2226.70,0.12,0.43
191,RAYTHEON TECHNOLOGIES CORP,2223.77,0.12,0.19
192,LOCKHEED MARTIN CORP,2193.87,0.11,0.20
193,BAYERISCHE MOTOREN WERKE AG,2183.53,0.11,0.38
194,CLOUDFLARE INC   CLASS A,2177.88,0.11,1.13
195,ZOETIS INC,2177.29,0.11,0.25
196,LAM RESEARCH CORP,2154.16,0.11,0.29
197,BHP GROUP LTD,2147.57,0.11,0.20
198,HP INC,2134.67,0.11,0.62
199,ALIMENTATION COUCHE TARD  B,2130.08,0.11,0.67
200,ALIGN TECHNOLOGY INC,2127.53,0.11,0.46
201,PING AN INSURANCE GROUP CO H,2120.54,0.11,0.21
202,PROLOGIS INC,2116.22,0.11,0.26
203,ADIDAS AG,2083.70,0.11,0.25
204,WW GRAINGER INC,2074.82,0.11,0.87
205,GLAXOSMITHKLINE PLC,2071.60,0.11,0.21
206,FIRST REPUBLIC BANK/CA,2068.80,0.11,0.74
207,INDUSTRIA DE DISENO TEXTIL,2066.13,0.11,0.19
208,VERISK ANALYTICS INC,2053.31,0.11,0.56
209,OMNICOM GROUP,2045.69,0.11,1.40
210,RINGCENTRAL INC CLASS A,2042.23,0.11,0.62
211,JOHNSON CONTROLS INTERNATION,2027.44,0.11,0.55
212,DBS GROUP HOLDINGS LTD,2019.04,0.10,0.38
213,EXELON CORP,2000.28,0.10,0.45
214,DANONE,1998.16,0.10,0.41
215,WILLIS TOWERS WATSON PLC,1989.50,0.10,0.67
216,IDEXX LABORATORIES INC,1988.23,0.10,0.43
217,SEVEN + I HOLDINGS CO LTD,1980.28,0.10,0.58
218,SHERWIN WILLIAMS CO/THE,1969.51,0.10,0.27
219,BOEING CO/THE,1965.06,0.10,0.15
220,AMERICAN TOWER CORP,1955.75,0.10,0.18
221,LONZA GROUP AG REG,1948.52,0.10,0.37
222,CANADIAN NATL RAILWAY CO,1945.47,0.10,0.23
223,NINTENDO CO LTD,1929.23,0.10,0.21
224,COMMONWEALTH BANK OF AUSTRAL,1927.83,0.10,0.16
225,PERNOD RICARD SA,1922.83,0.10,0.35
226,SYNOPSYS INC,1917.16,0.10,0.44
227,BEST BUY CO INC,1909.84,0.10,0.68
228,SHOPIFY INC   CLASS A,1909.12,0.10,0.41
229,SVB FINANCIAL GROUP,1904.37,0.10,0.87
230,LULULEMON ATHLETICA INC,1880.73,0.10,0.40
231,EBAY INC,1879.44,0.10,0.50
232,ROYAL BANK OF CANADA,1872.80,0.10,0.15
233,BEIGENE LTD ADR,1871.13,0.10,0.73
234,SAFRAN SA,1864.66,0.10,0.30
235,SMC CORP,1860.09,0.10,0.42
236,RECRUIT HOLDINGS CO LTD,1854.26,0.10,0.24
237,EQUINIX INC,1850.75,0.10,0.27
238,SUNCOR ENERGY INC,1850.48,0.10,0.67
239,SOFTBANK GROUP CORP,1848.53,0.10,0.10
240,T MOBILE US INC,1831.30,0.10,0.10
241,SPDR GOLD SHARES,1810.45,0.09,0.23
242,JD.COM INC ADR,1805.25,0.09,0.14
243,ROPER TECHNOLOGIES INC,1800.15,0.09,0.37
244,ESSILORLUXOTTICA,1798.84,0.09,0.24
245,BOSTON SCIENTIFIC CORP,1797.96,0.09,0.32
246,KONE OYJ B,1784.25,0.09,0.45
247,HONG KONG EXCHANGES + CLEAR,1764.27,0.09,0.23
248,ENEL SPA,1756.88,0.09,0.16
249,BARCLAYS PLC,1754.05,0.09,0.48
250,TRUIST FINANCIAL CORP,1749.25,0.09,0.25
251,AIR PRODUCTS + CHEMICALS INC,1736.88,0.09,0.26
252,ANSYS INC,1736.51,0.09,0.51
253,COPART INC,1736.23,0.09,0.53
254,KIMBERLY CLARK CORP,1735.72,0.09,0.35
255,MODERNA INC,1718.90,0.09,0.38
256,DUKE ENERGY CORP,1717.41,0.09,0.23
257,APPLIED MATERIALS INC,1709.73,0.09,0.20
258,SQUARE INC   A,1698.39,0.09,0.19
259,DEUTSCHE POST AG REG,1688.98,0.09,0.25
260,ATLAS COPCO AB A SHS,1687.77,0.09,0.36
261,AUTODESK INC,1684.74,0.09,0.23
262,CARVANA CO,1669.82,0.09,0.91
263,EATON CORP PLC,1662.62,0.09,0.32
264,BANK OF NOVA SCOTIA,1661.85,0.09,0.23
265,ZURICH INSURANCE GROUP AG,1658.86,0.09,0.24
266,LINDE PLC,1643.23,0.09,0.33
267,ALTRIA GROUP INC,1638.98,0.09,0.20
268,CNH INDUSTRIAL NV,1621.29,0.08,0.87
269,HSBC HOLDINGS PLC,1620.26,0.08,0.14
270,PPG INDUSTRIES INC,1616.24,0.08,0.44
271,AIR LIQUIDE SA,1610.32,0.08,0.19
272,APTIV PLC,1601.12,0.08,0.42
273,EXPEDITORS INTL WASH INC,1582.23,0.08,0.90
274,BECTON DICKINSON AND CO,1580.61,0.08,0.20
275,CAN IMPERIAL BK OF COMMERCE,1579.58,0.08,0.38
276,AXA SA,1576.64,0.08,0.25
277,CATERPILLAR INC,1574.40,0.08,0.15
278,ITOCHU CORP,1573.88,0.08,0.32
279,ANALOG DEVICES INC,1570.27,0.08,0.26
280,TORONTO DOMINION BANK,1558.97,0.08,0.14
281,MARSH + MCLENNAN COS,1553.86,0.08,0.24
282,GENERAL ELECTRIC CO,1538.05,0.08,0.15
283,LONDON STOCK EXCHANGE GROUP,1529.58,0.08,0.32
284,KUBOTA CORP,1529.25,0.08,0.53
285,ANHEUSER BUSCH INBEV SA/NV,1529.15,0.08,0.10
286,BANK CENTRAL ASIA TBK PT,1527.78,0.08,0.24
287,FORTESCUE METALS GROUP LTD,1523.98,0.08,0.25
288,NATIONAL GRID PLC,1523.03,0.08,0.34
